X1,X2,y
1.2436518045494862,-0.0917634620475113,0
0.9202707795436668,-0.12921735982535792,0
1.1277978208705863,-0.2818068848754779,0
1.2571936872055565,-0.019124991830082747,0
1.03981067723936,0.08918689725213774,0
1.2067550792331403,-0.1510197104512982,0
0.9335661166606806,0.13164309116014788,0
1.1454952032357226,0.05532684268943602,0
0.9420844702637909,0.11946922449287348,0
0.9658250356218363,0.369154838898803,0
0.7849782411590073,0.4837420021744292,0
1.0749312288748278,0.417394294160949,0
1.0634963254057344,0.2691032767841776,0
0.8976749236042724,0.2605651202677534,0
0.8627433263427188,0.5093482320998995,0
0.7850863358961271,0.3987134926990138,0
0.770773472051845,0.35941588987566075,0
0.7572964936094542,0.5117777017355711,0
0.6736569805358895,0.5758031721281613,0
1.0726469079963135,0.678366487949371,0
0.7764949246768164,0.459763584441915,0
0.6739793506801619,0.8720271763747671,0
0.7736656063353824,0.5472382627011363,0
0.7739017723758747,0.9818072709881179,0
0.7417578809773144,0.7826594779382249,0
0.7465004356996954,0.6598566944048352,0
0.5071316818538112,0.6821903002956017,0
0.6235265989390683,0.8437430530315879,0
0.7564001791656982,0.9158117764872904,0
0.6484477859258054,0.9285330151714413,0
0.46689721842170023,1.0025061753353288,0
0.6308595369288116,0.7878559293693641,0
0.6005031895911269,0.838389672996356,0
0.669744408117714,1.0939979262477686,0
0.8001073857526568,0.6719789131243614,0
0.2274495417913356,0.8203238948493682,0
0.439420573419061,1.0410573335219522,0
0.43369036777936937,0.619024111730981,0
0.3109556196976161,1.0583440566561935,0
0.36158217362207906,1.059302495761472,0
0.26357115393672104,0.9247885311045743,0
0.2944580223382776,1.0253499056411806,0
0.2655038935284427,0.9896628651946605,0
0.10420732512183607,1.0354370141629166,0
0.19192136831564596,1.1542303391989959,0
0.32215252025851115,1.0175949045035242,0
0.05454545738749397,0.8980289033431208,0
0.14277410996640538,1.0084557862042263,0
-0.003996135511919158,1.005406867708145,0
-0.07713416275741146,1.104578932784708,0
-0.08293524855270776,1.1835502833946998,0
0.01294183044487772,1.087904117668568,0
-0.2434867337179448,1.0222621409107426,0
0.00024526776343022916,0.8507833741900639,0
-0.18224761417382854,0.9947136238849364,0
-0.37961577570394367,1.0320816618185518,0
-0.07788257092743572,0.8498750550899807,0
-0.18317703870981106,0.7749690566379269,0
-0.2722781400799427,0.7214763053544478,0
-0.12870771909292522,1.016237322134598,0
-0.3307605066987884,0.8287265758392945,0
-0.1658228320680553,1.229213122653317,0
-0.6650424053601415,1.1077788986725043,0
-0.17126740002955038,0.9603337498406898,0
-0.623956817456052,1.025495571922939,0
-0.4994091200844052,0.7908652692785935,0
-0.6845087203500445,0.9486060281808708,0
-0.40830443772260033,0.7561958204975455,0
-0.47583361330510465,0.6609186461913,0
-0.4597777547904963,0.8215610468139577,0
-0.6335951529237691,0.7804999596514602,0
-0.5002197435336423,0.888708210271508,0
-0.5754409352923786,0.7764047558538661,0
-0.6668362423702262,0.8273487479573121,0
-0.6666007038295108,0.8150768824085355,0
-0.7702515541327792,0.3248533468660411,0
-0.5894407593968426,0.9948159475624303,0
-0.6998397765836906,0.6277643246940146,0
-0.8065198063271924,0.6003008580543836,0
-0.802658846286058,0.4246051197426072,0
-0.9012407501178669,0.4175058397152314,0
-0.8039336586230157,0.49614464459996804,0
-0.783701714638283,0.4874719176120312,0
-0.7258990988965986,0.518226821300785,0
-0.5602304893094634,0.17377238329374667,0
-0.9999640415248575,0.5650179458364781,0
-0.5368596014111099,0.3636353187492946,0
-0.9218175840393142,0.3377153192832868,0
-0.7399740538977695,0.29892396380426606,0
