X1,X2,y
-0.09325875685029072,4.306055162434,1
-2.481528941382546,2.971715238191546,1
-8.581501285994184,4.196951175074916,0
0.4477040364192,3.866792941675515,1
-0.7030607443882126,-10.120973178089763,1
-6.756104162860621,5.140249051916284,0
-9.717351726376872,5.083448622098582,0
-7.919253900628968,5.722256750089331,0
-0.7028376775307065,-9.131168565477338,1
9.375980119552965,-0.6434292139143432,0
-1.7213589367092577,-8.688199495344968,1
0.11869528628650422,-9.024512664832091,1
9.186963815669793,-0.5598641997834024,0
-8.669861524828821,5.007606025939157,0
-8.999263931993776,5.882684778134424,0
-7.04711305587202,5.755219828506476,0
1.5412064644862284,-7.489698708022642,1
-8.56860966296075,6.791461767146304,0
-1.8858545157622824,3.2726807705480274,1
-0.7067244153879253,-8.452368120185254,1
-9.678054058120589,7.060351472015817,0
-0.6356748179338445,4.415113370596279,1
8.533712677219807,0.448282556185321,0
0.670112773217703,1.645472990257435,1
-9.84369393150005,6.329530230229683,0
-8.413488364652354,6.574158469897375,0
-0.16013101040295408,5.3734221746528466,1
-2.6635194858014195,4.903213002958204,1
-7.391427452797641,4.790978163273133,0
-8.45934526754458,3.8047271030019143,0
-7.925089092742526,6.275004834358179,0
-0.6618420227277007,4.8184120308610465,1
-1.194909979420038,-9.304651852655956,1
-8.474724598378787,3.8436515384568724,0
10.266343717455763,0.16323562798982094,0
9.274386736227243,2.42834219148107,0
-8.141859997032357,6.333402429179653,0
1.5800724131143349,-7.93482148492679,1
-0.5614768480232644,-7.360037072801395,1
10.873049188941383,0.9466067567451354,0
0.7826736572050569,-7.767620586637713,1
-0.3885111490929648,-7.714054218466369,1
-6.9705156921039455,5.385642877784732,0
-6.976195096923273,5.315740608726912,0
-0.17175204132334806,-9.718148206652861,1
-0.9261583429843607,-8.51140972989774,1
-0.1458489907476122,-7.756439738254129,1
0.722476636860826,-6.610364783796227,1
-8.9174780430679,5.426192558246333,0
9.638930175203434,2.066493469599883,0
-7.417885913356318,6.164258333429698,0
-8.357274272785487,3.7445699732945865,0
-0.45648636067163595,4.228349340513189,1
-0.7538896755229226,4.155669017984279,1
9.783398424336802,1.6541950392978855,0
-1.914187721812705,4.091884519842729,1
0.25672732842885626,-8.633593456740314,1
-8.994806547825169,5.808097901778893,0
9.86754840958751,2.2205017644061344,0
-2.346983029303156,4.115472382707461,1
-0.471155400751023,4.3802389378088,1
-7.880706060710961,5.298547790827174,0
-1.9489534675531495,5.381566457471299,1
-1.8328980494985458,3.4811183383539506,1
-6.823134521334381,5.752711380258651,0
0.7770695060066224,-10.694770244729437,1
-0.17168982176225578,1.6745187948642424,1
-0.9181668030050099,4.07061027501433,1
-7.791005273848657,4.858080203395931,0
10.630022284524987,0.10395708648684288,0
-1.3406690530281273,4.993815389278066,1
-1.8468739153843465,5.233999661663292,1
0.7430559825298539,-6.972864085995068,1
9.335751934129096,1.2956716253225795,0
9.60856039404769,-0.26261753013271805,0
-1.9938400387334356,4.7736107265477,1
1.427413480357534,-6.973204445129378,1
-0.5485866514599329,4.049368625028528,1
-7.985208796628171,5.960565845753385,0
-0.7435331150661495,1.7077860885484335,1
-0.5229297376315665,-8.299986703723626,1
11.17959377310562,1.1223985394524132,0
-9.216387737725423,6.670845976377788,0
-7.4561762068573625,6.198874360721843,0
9.440834367820866,0.27169332914510835,0
10.126235119840427,1.1078476166327076,0
-2.1168603097618703,4.182145657464861,1
-1.2509217628021911,5.097671592922608,1
1.6292518195406287,3.859213510525446,1
-1.8002712259768943,4.043509154123694,1
11.516310624311012,-1.4797138108940233,0
-8.668715715329146,6.190761087403751,0
-1.8005352657711649,4.328452753734818,1
-8.173153797497948,6.817694728770922,0
0.6833812156831099,-9.311001548386537,1
8.533582573811902,-0.11330997567644108,0
1.2814553420389898,-7.5441306038166625,1
-1.6586594618951698,5.2548555381569315,1
-9.099263186487615,5.426827583606571,0
-1.4532033841222385,-7.777492109071859,1
0.6687805568633013,-8.53751094206857,1
9.188675388729667,1.5344579954180566,0
-1.2119556471250372,-8.87440530409477,1
-9.70735815624842,5.781276546417059,0
-0.11967093868078932,-9.089499625689013,1
-0.5670044051644846,-7.930817734569365,1
-0.828255498126595,4.342616718410856,1
-7.51275774890735,6.159153017037238,0
-8.600743361531547,5.079238543654067,0
11.456627819999865,1.6686265578527208,0
0.3106677790868244,5.548849402072746,1
-0.4469587718802239,4.907616863966957,1
0.6150889849023157,-6.207110032294947,1
9.923919282832884,0.8839511875092038,0
-7.185630653762463,5.010113038739986,0
-8.082288519018276,4.155254187801354,0
8.967000617135804,-0.09680235644697188,0
-8.815951235947718,5.126449192668772,0
-0.7398195038642564,-7.867620832521748,1
-2.839028202995085,5.442196344611961,1
12.070601623035811,1.2450385883466817,0
-0.9370016673365871,3.733054265814581,1
-8.835502525185822,6.38688041891929,0
10.089684731439196,1.0256220422306737,0
9.052482950347832,0.6386775875443886,0
0.47443338025919035,-8.618183839087918,1
-10.182173415687911,3.7952771863225516,0
-10.030121859369547,6.357101045356778,0
-0.8973364912111376,-9.850351017714916,1
-0.9092976145233372,3.030216985405568,1
9.382507372607405,0.9331424462963456,0
-1.3022704964385805,5.862230873548144,1
-8.199374288760893,4.071851312932453,0
-8.173720306790063,6.409144130589811,0
9.538265770514071,2.074752237498852,0
-0.6460305284979179,2.872745743350686,1
-0.686210751115262,4.587602674303572,1
-0.30551357323916395,4.420301262780243,1
1.1886424191849272,-8.992301178846988,1
-8.86422069388242,4.752453207674485,0
-8.564815478553625,6.552491052524358,0
-7.509633728129447,5.882012268637083,0
8.425468202031697,-0.28392673690542636,0
-7.998374657706241,5.025101593252773,0
11.68326384871622,0.9301553562673063,0
0.11447390527745704,4.7789926741533435,1
-0.03634804439677493,-9.77243044778819,1
0.8786279812929075,-8.559590511408022,1
-1.072457858703334,5.257102348259558,1
-0.3564091179811434,-9.23082839395057,1
1.8243870020188628,-9.0989436695116,1
-1.71821038802933,-8.064096360367206,1
-1.9188246145723995,3.120991096458897,1
1.3440469215015236,-8.863930077487996,1
-2.022773256492556,-7.951892788217851,1
0.03032427754733672,-9.606621026330583,1
-8.57344484441572,7.297913141548974,0
10.686577202873664,2.1921842006273202,0
-0.08196477474130473,-8.547148813222458,1
9.298617606453705,-0.306069531160438,0
-2.65899013147929,5.193176791818289,1
-10.538249015642032,4.9362165051354845,0
9.535537921087114,1.8508911884035546,0
-10.157231056158945,6.613390780263183,0
0.7799872078402963,-9.1235527413476,1
1.916545376717436,-10.267606968965431,1
1.128811612197787,-7.8222877449755055,1
10.00433677638572,0.5888690307989791,0
-0.6619199169038703,-8.769108000903993,1
8.429884571505916,1.3853663175090227,0
-9.667426134779038,4.5483590337269195,0
-2.4112200548748355,5.289315475476396,1
-8.640783949252443,5.368571912111522,0
9.09424706926762,1.3424903355044973,0
8.243529595847436,-1.2447300913966597,0
-7.424437663177601,5.1819015262822745,0
-7.198472477854969,5.61773717230155,0
0.07583391509815389,-9.40921128009465,1
10.434034714163332,-0.472814633847928,0
-0.31572408591057494,-8.949840218619876,1
0.2928527578256188,2.5929769605883317,1
-8.716583291193404,4.145134432311503,0
-0.36854980453028713,-8.89881774850329,1
-1.227082271628278,4.1241684713689315,1
0.10550465675537501,3.765226380362043,1
-10.5264697207962,7.6621713958651405,0
1.0901596292389881,-7.471143088606276,1
-0.8410885678930675,3.028096087767886,1
8.812400848940994,-0.012665485492740602,0
0.47691290587394336,-8.678031557209541,1
-0.6061124289025261,-9.23641657068297,1
-8.549648078826774,6.3796776558527855,0
-1.6629065272232695,3.8262937251168605,1
8.514626210536786,-0.5282913024697669,0
-7.836721379708416,5.728998822064546,0
8.866820836840349,-0.7216097451893031,0
9.981786480768212,2.867043416885075,0
10.563345311111597,1.3280734111644885,0
0.4435279414164328,-8.375937832216238,1
-2.6467611899394496,3.8231262508460087,1
10.35947997692495,-0.12308411174481304,0
-0.7323126226911986,3.74541887002316,1
-2.1404412376555157,3.3101164865549295,1
-1.2419698668669272,-5.964331920009218,1
-0.049480144352460176,3.29079948779625,1
-9.004687964445495,4.476413456596713,0
-2.5731809982546094,5.355024363285295,1
-0.7087737436762699,-9.21163698900527,1
0.3457166215915954,-9.377499882370468,1
9.786989916535566,1.894871990481684,0
11.159422669862375,0.5204329072775826,0
-10.124909801926695,6.133805201128384,0
-8.842652680968703,3.6920059662718248,0
-0.10964482753798291,-9.301333569304482,1
-0.8858465793044177,-9.464218900896205,1
7.699331383215321,0.27459017756543647,0
0.6059790210159952,4.477729156585356,1
10.681347137257767,0.09205805338952355,0
9.15039861321258,2.095664329309596,0
-1.5422653777888968,4.781357348521385,1
-8.606211410087703,5.288899504213412,0
-0.7050110802701244,-8.695872311607346,1
9.446913340783288,-0.1558271330586205,0
8.260960355973658,1.0668621175821964,0
-6.613778540293711,4.101102202445698,0
10.883766288324308,0.282098081206591,0
-0.9553897060067023,-8.524963963562625,1
9.583237794734616,-0.3700219070999733,0
-8.058331598222846,4.674831188089075,0
-6.707673334591522,5.268962092889228,0
10.610470814610478,1.6369463437687108,0
8.990035415646163,-0.622539974918475,0
-9.17042522817946,6.181346148088248,0
8.49254492536966,0.4340745364056336,0
0.07745600722053084,-8.756603212876527,1
-8.486076399127299,5.522712383315227,0
-8.754942125334274,4.062273548589818,0
-1.1933974502469336,4.959125693750751,1
-1.3632254207947483,5.3182201936461055,1
-1.735057355403225,5.108416722522878,1
-9.908797678556411,6.099999967983334,0
-0.49672372891498484,-8.109689890982605,1
-0.6415084980755433,-8.520316980612746,1
-2.5852829250892206,3.5266311999761695,1
-1.3398030425115086,3.7454377755671113,1
-1.8866072382620955,3.682698033430214,1
-0.307293471493221,-9.066351301643694,1
-1.5552269948261341,4.623648543046389,1
0.0034026044045905,-9.199115208720322,1
1.406723430818368,6.451488887103373,1
-8.761818079041637,5.898184197072193,0
-9.798475548102086,6.263579529760005,0
-7.905772325192874,4.8455386483808285,0
-0.41165679265081173,-9.392462943426114,1
-7.73745624587239,4.425459280522123,0
-0.4457663015690712,-8.220072385069647,1
-9.09075616161133,5.236093616382569,0
10.397712073093388,-0.4048006181647392,0
10.128843381887263,-1.1720626725864463,0
-1.8536048869797876,4.659976621897876,1
0.9501441960165651,3.6391763996685356,1
0.1030340992737212,-9.039030337763625,1
10.82423324053733,1.07146215127604,0
0.2131267832613552,-8.830961383150004,1
0.6660213879204034,-7.874662356330211,1
0.4748366211693839,-8.263794738815815,1
-7.6331009703773205,5.418389443549943,0
0.7994872828539294,-7.409807687643437,1
-7.997496512263604,6.710666330461375,0
-7.968534838324104,5.3370194296106455,0
9.100573193310593,0.639357611190857,0
-9.290914459349704,5.790683543621212,0
-0.7600376120553479,3.3678039298937525,1
11.171735048837853,0.8718221103778985,0
8.899760487975868,0.24196357136455193,0
1.2719869866329123,-6.870591536253291,1
9.827619718777873,-0.8771729362919132,0
1.0901219509505087,-7.496367161641243,1
-2.0959084753566084,3.8548243931385673,1
-8.857257335452369,4.708518983781543,0
10.703603717477748,-0.9270695928149455,0
9.735445787041842,-0.41362070870116585,0
8.97352154184522,0.9525985447888055,0
-2.7002237932776962,4.456179813224533,1
9.828338730047584,-0.784767280871641,0
-0.20428866606936882,-8.327551254270277,1
-0.6271840872986626,5.405315256849935,1
