x,y
3.544687039971879,10.563267779503825
6.122758194258344,10.80010853661549
0.0009721859474315364,11.038284463991946
2.569826867370638,11.623128153256502
1.247425071945461,11.987829485877977
0.7848780555347813,11.73054064292748
1.5832117967102026,11.865790471785594
2.937266179865906,11.278420447746965
3.3725235309606942,10.79548046555506
4.579942239028534,10.23465503678165
3.563153372428006,10.830598545009346
5.824365753372455,10.594141227355355
1.7378441227178982,11.91102294205341
7.463998209323036,11.79716927999491
0.2327945421823724,11.315396452428102
5.698973836516419,10.4639262093824
3.5470908201205793,10.536752687373104
4.748863541788889,10.009384494437134
1.193288978059487,11.805586156167292
1.6838626572214697,12.133221215980663
6.806328833742062,11.410179978013428
8.230223393614878,12.174953623140365
2.6641055143535644,11.540247153561813
5.8847422331891694,10.730731857555947
7.449307794516326,11.70024849250029
7.604156639782702,12.002832190614546
0.7228757966431123,11.809655272981013
0.3319656574795001,11.135161876024206
1.4435585662988357,11.938672489818613
7.464211279150011,11.931519253242122
0.8359480875809258,11.467309049643749
3.5794148125429435,10.63906382720748
8.142061006279267,12.128023445065486
4.531904922270645,9.844339895023085
5.880955468579024,10.678638005896943
2.681882863551535,11.181231362665597
5.835257885293461,10.559162543870794
7.0943182111276695,11.401913373958406
0.15545035742563035,11.379108583596901
6.376226677032223,11.174687297047596
8.405319255705205,11.846901210615135
6.359408062228635,10.921116644782456
2.383773932547444,11.94208992392226
6.7088742918376525,11.806368725390316
0.8774210559099572,11.39749676758081
3.807094972495194,10.629778468050453
7.7230617762913125,12.316972379900148
2.4957202611762757,11.669497677538244
2.4460903779839644,11.400917526907797
1.1052428630053601,12.066242306446517
0.16461914189752513,11.12769257324823
5.770102029989073,10.388350039039079
1.7988389860005018,11.728099132147605
2.257146604663923,11.883671556201215
4.178371853882876,10.297792050270909
0.45358163349518327,11.313481662895073
4.879999646682111,10.118129081109986
1.2471928866993862,11.719227458053552
5.009097063677916,10.204068067450454
5.947946060177915,10.680318351887385
0.8698426450365196,11.726913506524047
3.519475896466331,10.61069694307995
5.9024013406858336,10.802128834089038
3.5205237909786726,10.78015468516048
0.42460440104174085,11.517853408385879
4.555119450281849,10.039881625714525
5.6422544843682045,10.417622434013946
4.376557452495623,10.17953944997024
8.029055425921912,12.031212600281115
4.98571784426694,10.173632635942015
7.67891627994701,11.922691803430364
1.168534985243019,11.433210479055491
1.1838489516314477,12.133830241637604
6.862825954030953,11.985119245321783
3.3802531143770356,10.851871620466255
1.4055106754939286,11.966340349554027
7.883822933366288,11.972265832686611
2.956009807836806,11.16070856491562
6.381902876657322,11.102039192850853
6.170982875478837,10.66362910101494
7.508101775249384,11.83735863149618
5.301213759972676,9.96900068251361
6.383010689232366,11.149419501818416
2.9656359068116616,11.115721961232941
2.2943870800027217,11.848475464696769
7.615032854666568,11.936646684081248
3.6387751139060067,10.720316022348193
8.201140400761277,11.983049952852525
5.639252731456809,10.837794828110173
5.284413621777535,9.779921126444039
0.9753407701036891,11.698509731750235
8.070658699010105,12.156914601296124
3.8242531345794943,10.874805627694133
4.91631172229062,9.970993333701863
3.46916282347089,10.686990446745506
2.0147293320657353,11.857806599294635
7.678725924779157,12.250973408176922
4.87627563671443,9.955937814052739
0.024397779764851246,11.160409327342704
5.245731765776153,10.074927316617194
2.7764816650628172,11.102541218249232
4.479993869189679,10.089591972829448
7.530507844141583,12.048773917538625
3.036792960021248,11.363253139977742
7.7225487828182935,11.969285724194684
5.298560984230323,10.04346325361246
0.1344805641957284,11.246627802567225
7.9002164868219715,12.047078778024948
5.872623798893853,10.657008779365212
8.477244228837584,11.797355905275088
